int,binary,isPrime
200,00011001000,0
201,00011001001,0
202,00011001010,0
203,00011001011,0
204,00011001100,0
205,00011001101,0
206,00011001110,0
207,00011001111,0
208,00011010000,0
209,00011010001,0
210,00011010010,0
211,00011010011,1
212,00011010100,0
213,00011010101,0
214,00011010110,0
215,00011010111,0
216,00011011000,0
217,00011011001,0
218,00011011010,0
219,00011011011,0
220,00011011100,0
221,00011011101,0
222,00011011110,0
223,00011011111,1
224,00011100000,0
225,00011100001,0
226,00011100010,0
227,00011100011,1
228,00011100100,0
229,00011100101,1
230,00011100110,0
231,00011100111,0
232,00011101000,0
233,00011101001,1
234,00011101010,0
235,00011101011,0
236,00011101100,0
237,00011101101,0
238,00011101110,0
239,00011101111,1
240,00011110000,0
241,00011110001,1
242,00011110010,0
243,00011110011,0
244,00011110100,0
245,00011110101,0
246,00011110110,0
247,00011110111,0
248,00011111000,0
249,00011111001,0
250,00011111010,0
251,00011111011,1
252,00011111100,0
253,00011111101,0
254,00011111110,0
255,00011111111,0
256,00100000000,0
257,00100000001,1
258,00100000010,0
259,00100000011,0
260,00100000100,0
261,00100000101,0
262,00100000110,0
263,00100000111,1
264,00100001000,0
265,00100001001,0
266,00100001010,0
267,00100001011,0
268,00100001100,0
269,00100001101,1
270,00100001110,0
271,00100001111,1
272,00100010000,0
273,00100010001,0
274,00100010010,0
275,00100010011,0
276,00100010100,0
277,00100010101,1
278,00100010110,0
279,00100010111,0
280,00100011000,0
281,00100011001,1
282,00100011010,0
283,00100011011,1
284,00100011100,0
285,00100011101,0
286,00100011110,0
287,00100011111,0
288,00100100000,0
289,00100100001,0
290,00100100010,0
291,00100100011,0
292,00100100100,0
293,00100100101,1
294,00100100110,0
295,00100100111,0
296,00100101000,0
297,00100101001,0
298,00100101010,0
299,00100101011,0
300,00100101100,0
301,00100101101,0
302,00100101110,0
303,00100101111,0
304,00100110000,0
305,00100110001,0
306,00100110010,0
307,00100110011,1
308,00100110100,0
309,00100110101,0
310,00100110110,0
311,00100110111,1
312,00100111000,0
313,00100111001,1
314,00100111010,0
315,00100111011,0
316,00100111100,0
317,00100111101,1
318,00100111110,0
319,00100111111,0
320,00101000000,0
321,00101000001,0
322,00101000010,0
323,00101000011,0
324,00101000100,0
325,00101000101,0
326,00101000110,0
327,00101000111,0
328,00101001000,0
329,00101001001,0
330,00101001010,0
331,00101001011,1
332,00101001100,0
333,00101001101,0
334,00101001110,0
335,00101001111,0
336,00101010000,0
337,00101010001,1
338,00101010010,0
339,00101010011,0
340,00101010100,0
341,00101010101,0
342,00101010110,0
343,00101010111,0
344,00101011000,0
345,00101011001,0
346,00101011010,0
347,00101011011,1
348,00101011100,0
349,00101011101,1
350,00101011110,0
351,00101011111,0
352,00101100000,0
353,00101100001,1
354,00101100010,0
355,00101100011,0
356,00101100100,0
357,00101100101,0
358,00101100110,0
359,00101100111,1
360,00101101000,0
361,00101101001,0
362,00101101010,0
363,00101101011,0
364,00101101100,0
365,00101101101,0
366,00101101110,0
367,00101101111,1
368,00101110000,0
369,00101110001,0
370,00101110010,0
371,00101110011,0
372,00101110100,0
373,00101110101,1
374,00101110110,0
375,00101110111,0
376,00101111000,0
377,00101111001,0
378,00101111010,0
379,00101111011,1
380,00101111100,0
381,00101111101,0
382,00101111110,0
383,00101111111,1
384,00110000000,0
385,00110000001,0
386,00110000010,0
387,00110000011,0
388,00110000100,0
389,00110000101,1
390,00110000110,0
391,00110000111,0
392,00110001000,0
393,00110001001,0
394,00110001010,0
395,00110001011,0
396,00110001100,0
397,00110001101,1
398,00110001110,0
399,00110001111,0
400,00110010000,0
401,00110010001,1
402,00110010010,0
403,00110010011,0
404,00110010100,0
405,00110010101,0
406,00110010110,0
407,00110010111,0
408,00110011000,0
409,00110011001,1
410,00110011010,0
411,00110011011,0
412,00110011100,0
413,00110011101,0
414,00110011110,0
415,00110011111,0
416,00110100000,0
417,00110100001,0
418,00110100010,0
419,00110100011,1
420,00110100100,0
421,00110100101,1
422,00110100110,0
423,00110100111,0
424,00110101000,0
425,00110101001,0
426,00110101010,0
427,00110101011,0
428,00110101100,0
429,00110101101,0
430,00110101110,0
431,00110101111,1
432,00110110000,0
433,00110110001,1
434,00110110010,0
435,00110110011,0
436,00110110100,0
437,00110110101,0
438,00110110110,0
439,00110110111,1
440,00110111000,0
441,00110111001,0
442,00110111010,0
443,00110111011,1
444,00110111100,0
445,00110111101,0
446,00110111110,0
447,00110111111,0
448,00111000000,0
449,00111000001,1
450,00111000010,0
451,00111000011,0
452,00111000100,0
453,00111000101,0
454,00111000110,0
455,00111000111,0
456,00111001000,0
457,00111001001,1
458,00111001010,0
459,00111001011,0
460,00111001100,0
461,00111001101,1
462,00111001110,0
463,00111001111,1
464,00111010000,0
465,00111010001,0
466,00111010010,0
467,00111010011,1
468,00111010100,0
469,00111010101,0
470,00111010110,0
471,00111010111,0
472,00111011000,0
473,00111011001,0
474,00111011010,0
475,00111011011,0
476,00111011100,0
477,00111011101,0
478,00111011110,0
479,00111011111,1
480,00111100000,0
481,00111100001,0
482,00111100010,0
483,00111100011,0
484,00111100100,0
485,00111100101,0
486,00111100110,0
487,00111100111,1
488,00111101000,0
489,00111101001,0
490,00111101010,0
491,00111101011,1
492,00111101100,0
493,00111101101,0
494,00111101110,0
495,00111101111,0
496,00111110000,0
497,00111110001,0
498,00111110010,0
499,00111110011,1
500,00111110100,0
501,00111110101,0
502,00111110110,0
503,00111110111,1
504,00111111000,0
505,00111111001,0
506,00111111010,0
507,00111111011,0
508,00111111100,0
509,00111111101,1
510,00111111110,0
511,00111111111,0
512,01000000000,0
513,01000000001,0
514,01000000010,0
515,01000000011,0
516,01000000100,0
517,01000000101,0
518,01000000110,0
519,01000000111,0
520,01000001000,0
521,01000001001,1
522,01000001010,0
523,01000001011,1
524,01000001100,0
525,01000001101,0
526,01000001110,0
527,01000001111,0
528,01000010000,0
529,01000010001,0
530,01000010010,0
531,01000010011,0
532,01000010100,0
533,01000010101,0
534,01000010110,0
535,01000010111,0
536,01000011000,0
537,01000011001,0
538,01000011010,0
539,01000011011,0
540,01000011100,0
541,01000011101,1
542,01000011110,0
543,01000011111,0
544,01000100000,0
545,01000100001,0
546,01000100010,0
547,01000100011,1
548,01000100100,0
549,01000100101,0
550,01000100110,0
551,01000100111,0
552,01000101000,0
553,01000101001,0
554,01000101010,0
555,01000101011,0
556,01000101100,0
557,01000101101,1
558,01000101110,0
559,01000101111,0
560,01000110000,0
561,01000110001,0
562,01000110010,0
563,01000110011,1
564,01000110100,0
565,01000110101,0
566,01000110110,0
567,01000110111,0
568,01000111000,0
569,01000111001,1
570,01000111010,0
571,01000111011,1
572,01000111100,0
573,01000111101,0
574,01000111110,0
575,01000111111,0
576,01001000000,0
577,01001000001,1
578,01001000010,0
579,01001000011,0
580,01001000100,0
581,01001000101,0
582,01001000110,0
583,01001000111,0
584,01001001000,0
585,01001001001,0
586,01001001010,0
587,01001001011,1
588,01001001100,0
589,01001001101,0
590,01001001110,0
591,01001001111,0
592,01001010000,0
593,01001010001,1
594,01001010010,0
595,01001010011,0
596,01001010100,0
597,01001010101,0
598,01001010110,0
599,01001010111,1
600,01001011000,0
601,01001011001,1
602,01001011010,0
603,01001011011,0
604,01001011100,0
605,01001011101,0
606,01001011110,0
607,01001011111,1
608,01001100000,0
609,01001100001,0
610,01001100010,0
611,01001100011,0
612,01001100100,0
613,01001100101,1
614,01001100110,0
615,01001100111,0
616,01001101000,0
617,01001101001,1
618,01001101010,0
619,01001101011,1
620,01001101100,0
621,01001101101,0
622,01001101110,0
623,01001101111,0
624,01001110000,0
625,01001110001,0
626,01001110010,0
627,01001110011,0
628,01001110100,0
629,01001110101,0
630,01001110110,0
631,01001110111,1
632,01001111000,0
633,01001111001,0
634,01001111010,0
635,01001111011,0
636,01001111100,0
637,01001111101,0
638,01001111110,0
639,01001111111,0
640,01010000000,0
641,01010000001,1
642,01010000010,0
643,01010000011,1
644,01010000100,0
645,01010000101,0
646,01010000110,0
647,01010000111,1
648,01010001000,0
649,01010001001,0
650,01010001010,0
651,01010001011,0
652,01010001100,0
653,01010001101,1
654,01010001110,0
655,01010001111,0
656,01010010000,0
657,01010010001,0
658,01010010010,0
659,01010010011,1
660,01010010100,0
661,01010010101,1
662,01010010110,0
663,01010010111,0
664,01010011000,0
665,01010011001,0
666,01010011010,0
667,01010011011,0
668,01010011100,0
669,01010011101,0
670,01010011110,0
671,01010011111,0
672,01010100000,0
673,01010100001,1
674,01010100010,0
675,01010100011,0
676,01010100100,0
677,01010100101,1
678,01010100110,0
679,01010100111,0
680,01010101000,0
681,01010101001,0
682,01010101010,0
683,01010101011,1
684,01010101100,0
685,01010101101,0
686,01010101110,0
687,01010101111,0
688,01010110000,0
689,01010110001,0
690,01010110010,0
691,01010110011,1
692,01010110100,0
693,01010110101,0
694,01010110110,0
695,01010110111,0
696,01010111000,0
697,01010111001,0
698,01010111010,0
699,01010111011,0
700,01010111100,0
701,01010111101,1
702,01010111110,0
703,01010111111,0
704,01011000000,0
705,01011000001,0
706,01011000010,0
707,01011000011,0
708,01011000100,0
709,01011000101,1
710,01011000110,0
711,01011000111,0
712,01011001000,0
713,01011001001,0
714,01011001010,0
715,01011001011,0
716,01011001100,0
717,01011001101,0
718,01011001110,0
719,01011001111,1
720,01011010000,0
721,01011010001,0
722,01011010010,0
723,01011010011,0
724,01011010100,0
725,01011010101,0
726,01011010110,0
727,01011010111,1
728,01011011000,0
729,01011011001,0
730,01011011010,0
731,01011011011,0
732,01011011100,0
733,01011011101,1
734,01011011110,0
735,01011011111,0
736,01011100000,0
737,01011100001,0
738,01011100010,0
739,01011100011,1
740,01011100100,0
741,01011100101,0
742,01011100110,0
743,01011100111,1
744,01011101000,0
745,01011101001,0
746,01011101010,0
747,01011101011,0
748,01011101100,0
749,01011101101,0
750,01011101110,0
751,01011101111,1
752,01011110000,0
753,01011110001,0
754,01011110010,0
755,01011110011,0
756,01011110100,0
757,01011110101,1
758,01011110110,0
759,01011110111,0
760,01011111000,0
761,01011111001,1
762,01011111010,0
763,01011111011,0
764,01011111100,0
765,01011111101,0
766,01011111110,0
767,01011111111,0
768,01100000000,0
769,01100000001,1
770,01100000010,0
771,01100000011,0
772,01100000100,0
773,01100000101,1
774,01100000110,0
775,01100000111,0
776,01100001000,0
777,01100001001,0
778,01100001010,0
779,01100001011,0
780,01100001100,0
781,01100001101,0
782,01100001110,0
783,01100001111,0
784,01100010000,0
785,01100010001,0
786,01100010010,0
787,01100010011,1
788,01100010100,0
789,01100010101,0
790,01100010110,0
791,01100010111,0
792,01100011000,0
793,01100011001,0
794,01100011010,0
795,01100011011,0
796,01100011100,0
797,01100011101,1
798,01100011110,0
799,01100011111,0
800,01100100000,0
801,01100100001,0
802,01100100010,0
803,01100100011,0
804,01100100100,0
805,01100100101,0
806,01100100110,0
807,01100100111,0
808,01100101000,0
809,01100101001,1
810,01100101010,0
811,01100101011,1
812,01100101100,0
813,01100101101,0
814,01100101110,0
815,01100101111,0
816,01100110000,0
817,01100110001,0
818,01100110010,0
819,01100110011,0
820,01100110100,0
821,01100110101,1
822,01100110110,0
823,01100110111,1
824,01100111000,0
825,01100111001,0
826,01100111010,0
827,01100111011,1
828,01100111100,0
829,01100111101,1
830,01100111110,0
831,01100111111,0
832,01101000000,0
833,01101000001,0
834,01101000010,0
835,01101000011,0
836,01101000100,0
837,01101000101,0
838,01101000110,0
839,01101000111,1
840,01101001000,0
841,01101001001,0
842,01101001010,0
843,01101001011,0
844,01101001100,0
845,01101001101,0
846,01101001110,0
847,01101001111,0
848,01101010000,0
849,01101010001,0
850,01101010010,0
851,01101010011,0
852,01101010100,0
853,01101010101,1
854,01101010110,0
855,01101010111,0
856,01101011000,0
857,01101011001,1
858,01101011010,0
859,01101011011,1
860,01101011100,0
861,01101011101,0
862,01101011110,0
863,01101011111,1
864,01101100000,0
865,01101100001,0
866,01101100010,0
867,01101100011,0
868,01101100100,0
869,01101100101,0
870,01101100110,0
871,01101100111,0
872,01101101000,0
873,01101101001,0
874,01101101010,0
875,01101101011,0
876,01101101100,0
877,01101101101,1
878,01101101110,0
879,01101101111,0
880,01101110000,0
881,01101110001,1
882,01101110010,0
883,01101110011,1
884,01101110100,0
885,01101110101,0
886,01101110110,0
887,01101110111,1
888,01101111000,0
889,01101111001,0
890,01101111010,0
891,01101111011,0
892,01101111100,0
893,01101111101,0
894,01101111110,0
895,01101111111,0
896,01110000000,0
897,01110000001,0
898,01110000010,0
899,01110000011,0
900,01110000100,0
901,01110000101,0
902,01110000110,0
903,01110000111,0
904,01110001000,0
905,01110001001,0
906,01110001010,0
907,01110001011,1
908,01110001100,0
909,01110001101,0
910,01110001110,0
911,01110001111,1
912,01110010000,0
913,01110010001,0
914,01110010010,0
915,01110010011,0
916,01110010100,0
917,01110010101,0
918,01110010110,0
919,01110010111,1
920,01110011000,0
921,01110011001,0
922,01110011010,0
923,01110011011,0
924,01110011100,0
925,01110011101,0
926,01110011110,0
927,01110011111,0
928,01110100000,0
929,01110100001,1
930,01110100010,0
931,01110100011,0
932,01110100100,0
933,01110100101,0
934,01110100110,0
935,01110100111,0
936,01110101000,0
937,01110101001,1
938,01110101010,0
939,01110101011,0
940,01110101100,0
941,01110101101,1
942,01110101110,0
943,01110101111,0
944,01110110000,0
945,01110110001,0
946,01110110010,0
947,01110110011,1
948,01110110100,0
949,01110110101,0
950,01110110110,0
951,01110110111,0
952,01110111000,0
953,01110111001,1
954,01110111010,0
955,01110111011,0
956,01110111100,0
957,01110111101,0
958,01110111110,0
959,01110111111,0
960,01111000000,0
961,01111000001,0
962,01111000010,0
963,01111000011,0
964,01111000100,0
965,01111000101,0
966,01111000110,0
967,01111000111,1
968,01111001000,0
969,01111001001,0
970,01111001010,0
971,01111001011,1
972,01111001100,0
973,01111001101,0
974,01111001110,0
975,01111001111,0
976,01111010000,0
977,01111010001,1
978,01111010010,0
979,01111010011,0
980,01111010100,0
981,01111010101,0
982,01111010110,0
983,01111010111,1
984,01111011000,0
985,01111011001,0
986,01111011010,0
987,01111011011,0
988,01111011100,0
989,01111011101,0
990,01111011110,0
991,01111011111,1
992,01111100000,0
993,01111100001,0
994,01111100010,0
995,01111100011,0
996,01111100100,0
997,01111100101,1
998,01111100110,0
999,01111100111,0
1000,01111101000,0
1001,01111101001,0
1002,01111101010,0
1003,01111101011,0
1004,01111101100,0
1005,01111101101,0
1006,01111101110,0
1007,01111101111,0
1008,01111110000,0
1009,01111110001,1
1010,01111110010,0
1011,01111110011,0
1012,01111110100,0
1013,01111110101,1
1014,01111110110,0
1015,01111110111,0
1016,01111111000,0
1017,01111111001,0
1018,01111111010,0
1019,01111111011,1
1020,01111111100,0
1021,01111111101,1
1022,01111111110,0
1023,01111111111,0
1024,10000000000,0
1025,10000000001,0
1026,10000000010,0
1027,10000000011,0
1028,10000000100,0
1029,10000000101,0
1030,10000000110,0
1031,10000000111,1
1032,10000001000,0
1033,10000001001,1
1034,10000001010,0
1035,10000001011,0
1036,10000001100,0
1037,10000001101,0
1038,10000001110,0
1039,10000001111,1
1040,10000010000,0
1041,10000010001,0
1042,10000010010,0
1043,10000010011,0
1044,10000010100,0
1045,10000010101,0
1046,10000010110,0
1047,10000010111,0
1048,10000011000,0
1049,10000011001,1
1050,10000011010,0
1051,10000011011,1
1052,10000011100,0
1053,10000011101,0
1054,10000011110,0
1055,10000011111,0
1056,10000100000,0
1057,10000100001,0
1058,10000100010,0
1059,10000100011,0
1060,10000100100,0
1061,10000100101,1
1062,10000100110,0
1063,10000100111,1
1064,10000101000,0
1065,10000101001,0
1066,10000101010,0
1067,10000101011,0
1068,10000101100,0
1069,10000101101,1
1070,10000101110,0
1071,10000101111,0
1072,10000110000,0
1073,10000110001,0
1074,10000110010,0
1075,10000110011,0
1076,10000110100,0
1077,10000110101,0
1078,10000110110,0
1079,10000110111,0
1080,10000111000,0
1081,10000111001,0
1082,10000111010,0
1083,10000111011,0
1084,10000111100,0
1085,10000111101,0
1086,10000111110,0
1087,10000111111,1
1088,10001000000,0
1089,10001000001,0
1090,10001000010,0
1091,10001000011,1
1092,10001000100,0
1093,10001000101,1
1094,10001000110,0
1095,10001000111,0
1096,10001001000,0
1097,10001001001,1
1098,10001001010,0
1099,10001001011,0
1100,10001001100,0
1101,10001001101,0
1102,10001001110,0
1103,10001001111,1
1104,10001010000,0
1105,10001010001,0
1106,10001010010,0
1107,10001010011,0
1108,10001010100,0
1109,10001010101,1
1110,10001010110,0
1111,10001010111,0
1112,10001011000,0
1113,10001011001,0
1114,10001011010,0
1115,10001011011,0
1116,10001011100,0
1117,10001011101,1
1118,10001011110,0
1119,10001011111,0
1120,10001100000,0
1121,10001100001,0
1122,10001100010,0
1123,10001100011,1
1124,10001100100,0
1125,10001100101,0
1126,10001100110,0
1127,10001100111,0
1128,10001101000,0
1129,10001101001,1
1130,10001101010,0
1131,10001101011,0
1132,10001101100,0
1133,10001101101,0
1134,10001101110,0
1135,10001101111,0
1136,10001110000,0
1137,10001110001,0
1138,10001110010,0
1139,10001110011,0
1140,10001110100,0
1141,10001110101,0
1142,10001110110,0
1143,10001110111,0
1144,10001111000,0
1145,10001111001,0
1146,10001111010,0
1147,10001111011,0
1148,10001111100,0
1149,10001111101,0
1150,10001111110,0
1151,10001111111,1
1152,10010000000,0
1153,10010000001,1
1154,10010000010,0
1155,10010000011,0
1156,10010000100,0
1157,10010000101,0
1158,10010000110,0
1159,10010000111,0
1160,10010001000,0
1161,10010001001,0
1162,10010001010,0
1163,10010001011,1
1164,10010001100,0
1165,10010001101,0
1166,10010001110,0
1167,10010001111,0
1168,10010010000,0
1169,10010010001,0
1170,10010010010,0
1171,10010010011,1
1172,10010010100,0
1173,10010010101,0
1174,10010010110,0
1175,10010010111,0
1176,10010011000,0
1177,10010011001,0
1178,10010011010,0
1179,10010011011,0
1180,10010011100,0
1181,10010011101,1
1182,10010011110,0
1183,10010011111,0
1184,10010100000,0
1185,10010100001,0
1186,10010100010,0
1187,10010100011,1
1188,10010100100,0
1189,10010100101,0
1190,10010100110,0
1191,10010100111,0
1192,10010101000,0
1193,10010101001,1
1194,10010101010,0
1195,10010101011,0
1196,10010101100,0
1197,10010101101,0
1198,10010101110,0
1199,10010101111,0
1200,10010110000,0
1201,10010110001,1
1202,10010110010,0
1203,10010110011,0
1204,10010110100,0
1205,10010110101,0
1206,10010110110,0
1207,10010110111,0
1208,10010111000,0
1209,10010111001,0
1210,10010111010,0
1211,10010111011,0
1212,10010111100,0
1213,10010111101,1
1214,10010111110,0
1215,10010111111,0
1216,10011000000,0
1217,10011000001,1
1218,10011000010,0
1219,10011000011,0
1220,10011000100,0
1221,10011000101,0
1222,10011000110,0
1223,10011000111,1
1224,10011001000,0
1225,10011001001,0
1226,10011001010,0
1227,10011001011,0
1228,10011001100,0
1229,10011001101,1
1230,10011001110,0
1231,10011001111,1
1232,10011010000,0
1233,10011010001,0
1234,10011010010,0
1235,10011010011,0
1236,10011010100,0
1237,10011010101,1
1238,10011010110,0
1239,10011010111,0
1240,10011011000,0
1241,10011011001,0
1242,10011011010,0
1243,10011011011,0
1244,10011011100,0
1245,10011011101,0
1246,10011011110,0
1247,10011011111,0
1248,10011100000,0
1249,10011100001,1
1250,10011100010,0
1251,10011100011,0
1252,10011100100,0
1253,10011100101,0
1254,10011100110,0
1255,10011100111,0
1256,10011101000,0
1257,10011101001,0
1258,10011101010,0
1259,10011101011,1
1260,10011101100,0
1261,10011101101,0
1262,10011101110,0
1263,10011101111,0
1264,10011110000,0
1265,10011110001,0
1266,10011110010,0
1267,10011110011,0
1268,10011110100,0
1269,10011110101,0
1270,10011110110,0
1271,10011110111,0
1272,10011111000,0
1273,10011111001,0
1274,10011111010,0
1275,10011111011,0
1276,10011111100,0
1277,10011111101,1
1278,10011111110,0
1279,10011111111,1
1280,10100000000,0
1281,10100000001,0
1282,10100000010,0
1283,10100000011,1
1284,10100000100,0
1285,10100000101,0
1286,10100000110,0
1287,10100000111,0
1288,10100001000,0
1289,10100001001,1
1290,10100001010,0
1291,10100001011,1
1292,10100001100,0
1293,10100001101,0
1294,10100001110,0
1295,10100001111,0
1296,10100010000,0
1297,10100010001,1
1298,10100010010,0
1299,10100010011,0
1300,10100010100,0
1301,10100010101,1
1302,10100010110,0
1303,10100010111,1
1304,10100011000,0
1305,10100011001,0
1306,10100011010,0
1307,10100011011,1
1308,10100011100,0
1309,10100011101,0
1310,10100011110,0
1311,10100011111,0
1312,10100100000,0
1313,10100100001,0
1314,10100100010,0
1315,10100100011,0
1316,10100100100,0
1317,10100100101,0
1318,10100100110,0
1319,10100100111,1
1320,10100101000,0
1321,10100101001,1
1322,10100101010,0
1323,10100101011,0
1324,10100101100,0
1325,10100101101,0
1326,10100101110,0
1327,10100101111,1
1328,10100110000,0
1329,10100110001,0
1330,10100110010,0
1331,10100110011,0
1332,10100110100,0
1333,10100110101,0
1334,10100110110,0
1335,10100110111,0
1336,10100111000,0
1337,10100111001,0
1338,10100111010,0
1339,10100111011,0
1340,10100111100,0
1341,10100111101,0
1342,10100111110,0
1343,10100111111,0
1344,10101000000,0
1345,10101000001,0
1346,10101000010,0
1347,10101000011,0
1348,10101000100,0
1349,10101000101,0
1350,10101000110,0
1351,10101000111,0
1352,10101001000,0
1353,10101001001,0
1354,10101001010,0
1355,10101001011,0
1356,10101001100,0
1357,10101001101,0
1358,10101001110,0
1359,10101001111,0
1360,10101010000,0
1361,10101010001,1
1362,10101010010,0
1363,10101010011,0
1364,10101010100,0
1365,10101010101,0
1366,10101010110,0
1367,10101010111,1
1368,10101011000,0
1369,10101011001,0
1370,10101011010,0
1371,10101011011,0
1372,10101011100,0
1373,10101011101,1
1374,10101011110,0
1375,10101011111,0
1376,10101100000,0
1377,10101100001,0
1378,10101100010,0
1379,10101100011,0
1380,10101100100,0
1381,10101100101,1
1382,10101100110,0
1383,10101100111,0
1384,10101101000,0
1385,10101101001,0
1386,10101101010,0
1387,10101101011,0
1388,10101101100,0
1389,10101101101,0
1390,10101101110,0
1391,10101101111,0
1392,10101110000,0
1393,10101110001,0
1394,10101110010,0
1395,10101110011,0
1396,10101110100,0
1397,10101110101,0
1398,10101110110,0
1399,10101110111,1
1400,10101111000,0
1401,10101111001,0
1402,10101111010,0
1403,10101111011,0
1404,10101111100,0
1405,10101111101,0
1406,10101111110,0
1407,10101111111,0
1408,10110000000,0
1409,10110000001,1
1410,10110000010,0
1411,10110000011,0
1412,10110000100,0
1413,10110000101,0
1414,10110000110,0
1415,10110000111,0
1416,10110001000,0
1417,10110001001,0
1418,10110001010,0
1419,10110001011,0
1420,10110001100,0
1421,10110001101,0
1422,10110001110,0
1423,10110001111,1
1424,10110010000,0
1425,10110010001,0
1426,10110010010,0
1427,10110010011,1
1428,10110010100,0
1429,10110010101,1
1430,10110010110,0
1431,10110010111,0
1432,10110011000,0
1433,10110011001,1
1434,10110011010,0
1435,10110011011,0
1436,10110011100,0
1437,10110011101,0
1438,10110011110,0
1439,10110011111,1
1440,10110100000,0
1441,10110100001,0
1442,10110100010,0
1443,10110100011,0
1444,10110100100,0
1445,10110100101,0
1446,10110100110,0
1447,10110100111,1
1448,10110101000,0
1449,10110101001,0
1450,10110101010,0
1451,10110101011,1
1452,10110101100,0
1453,10110101101,1
1454,10110101110,0
1455,10110101111,0
1456,10110110000,0
1457,10110110001,0
1458,10110110010,0
1459,10110110011,1
1460,10110110100,0
1461,10110110101,0
1462,10110110110,0
1463,10110110111,0
1464,10110111000,0
1465,10110111001,0
1466,10110111010,0
1467,10110111011,0
1468,10110111100,0
1469,10110111101,0
1470,10110111110,0
1471,10110111111,1
1472,10111000000,0
1473,10111000001,0
1474,10111000010,0
1475,10111000011,0
1476,10111000100,0
1477,10111000101,0
1478,10111000110,0
1479,10111000111,0
1480,10111001000,0
1481,10111001001,1
1482,10111001010,0
1483,10111001011,1
1484,10111001100,0
1485,10111001101,0
1486,10111001110,0
1487,10111001111,1
1488,10111010000,0
1489,10111010001,1
1490,10111010010,0
1491,10111010011,0
1492,10111010100,0
1493,10111010101,1
1494,10111010110,0
1495,10111010111,0
1496,10111011000,0
1497,10111011001,0
